sujeto,grupo,canal,condicion,var_baseline,var_senal,snr,metodo
co2c0000346,control,PO8,S2 nomatch,0.08916238108209949,54.647555292600906,612.8992365320772,ponderado
co2c0000346,control,T8,S1 obj,4.579030417818358,6.33041313100288,1.3824789427843447,ponderado
co2c0000346,control,T8,S2 match,7.832406427813403,35.58802719267968,4.543690054987979,ponderado
co2c0000346,control,T8,S2 nomatch,5.6331201875852255,29.517541547556153,5.239998538041058,ponderado
co2c0000346,control,TP8,S1 obj,0.34065569233126364,6.6606942481649,19.552569935299495,ponderado
co2c0000346,control,TP8,S2 match,0.21731379238161758,29.40926171700228,135.3308567978863,ponderado
co2c0000346,control,TP8,S2 nomatch,0.1882107373195468,30.232207662393293,160.62955861580113,ponderado
co2c0000347,control,P8,S1 obj,0.13648869545699333,5.772867614195593,42.29557323312966,ponderado
co2c0000347,control,P8,S2 match,0.9816817467061061,26.264472167732293,26.754569142045277,ponderado
co2c0000347,control,P8,S2 nomatch,1.304712876327555,16.245882909988453,12.451692019562653,ponderado
co2c0000347,control,PO8,S1 obj,0.01194026228518344,9.190008441355522,769.6655418331403,ponderado
co2c0000347,control,PO8,S2 match,1.0007317625570955,29.962598672077625,29.94068919678978,ponderado
co2c0000347,control,PO8,S2 nomatch,1.3449042942930003,19.387874394305605,14.415802281676536,ponderado
co2c0000347,control,T8,S1 obj,2.184940331752681,6.46574876359132,2.9592335633278952,ponderado
co2c0000347,control,T8,S2 match,0.7230268191078861,27.261799703433983,37.70510164072645,ponderado
co2c0000347,control,T8,S2 nomatch,0.38593693775141497,8.147178530871955,21.110128971691267,ponderado
co2c0000347,control,TP8,S1 obj,0.14536682084989014,5.064083477056146,34.836584080527295,ponderado
co2c0000347,control,TP8,S2 match,1.165781424280836,28.209711847844993,24.198114037755754,ponderado
co2c0000347,control,TP8,S2 nomatch,1.2888968817873532,12.757871327416245,9.898287060578896,ponderado
co2c0000348,control,P8,S1 obj,1.3950782795858676,38.898127573564686,27.882397814344646,ponderado
co2c0000348,control,P8,S2 match,0.1589447194018538,41.52899926675257,261.27951543804613,ponderado
co2c0000348,control,P8,S2 nomatch,1.1360934628408936,71.44105394416408,62.88307809246604,ponderado
co2c0000348,control,PO8,S1 obj,1.1147562117801062,52.794133078430434,47.35935312181464,ponderado
co2c0000348,control,PO8,S2 match,2.1525432377240312,60.202631994631574,27.96814063455756,ponderado
co2c0000348,control,PO8,S2 nomatch,5.251441225494632,100.96203338438391,19.225585710496897,ponderado
co2c0000348,control,T8,S1 obj,1.1170480958731077,21.506118837275714,19.25263461504412,ponderado
co2c0000348,control,T8,S2 match,0.43036864450067247,8.94027250752774,20.77352200669854,ponderado
co2c0000348,control,T8,S2 nomatch,2.201252570789813,32.39105505710051,14.714828950990638,ponderado
co2c0000348,control,TP8,S1 obj,1.9862662009038807,31.842591793325678,16.031381784997006,ponderado
co2c0000348,control,TP8,S2 match,1.5333751591033222,20.23240320053665,13.194685645206375,ponderado
co2c0000348,control,TP8,S2 nomatch,0.8161943133503323,43.257727040521644,52.99929971694654,ponderado
co2c0000351,control,P8,S1 obj,0.3185058410503229,75.45136153623521,236.89161017400033,ponderado
co2c0000351,control,P8,S2 match,7.579646050797315,10.216556749502892,1.3478936458290418,ponderado
co2c0000351,control,P8,S2 nomatch,0.260123429460646,50.52833806314785,194.2475468969329,ponderado
co2c0000351,control,PO8,S1 obj,0.1014350851785222,153.2055209559182,1510.3799704636895,ponderado
co2c0000351,control,PO8,S2 match,8.697309600484347,10.373343987696256,1.19270722375096,ponderado
co2c0000351,control,PO8,S2 nomatch,4.067082139940732,81.84466586818075,20.12368156138923,ponderado
co2c0000351,control,T8,S1 obj,0.9675008245618862,26.49284259117859,27.38275970273757,ponderado
co2c0000351,control,T8,S2 match,2.365927345660601,17.634588587347977,7.453563026646596,ponderado
